Timestamp,cost-per-transaction
2011-09-13 00:00:00,7.6667660468
2011-09-16 00:00:00,5.4663412244
2011-09-19 00:00:00,4.9638888162
2011-09-22 00:00:00,7.7412439127
2011-09-25 00:00:00,6.812350372
2011-09-28 00:00:00,6.2335604176
2011-10-01 00:00:00,7.4017881467
2011-10-04 00:00:00,4.9516059693
2011-10-07 00:00:00,7.704077952
2011-10-10 00:00:00,4.6266207137
2011-10-13 00:00:00,3.8442487325
2011-10-16 00:00:00,4.8006379062
2011-10-19 00:00:00,3.7372056945
2011-10-22 00:00:00,2.7418944094
2011-10-25 00:00:00,4.0005934807
2011-10-28 00:00:00,3.181796733
2011-10-31 00:00:00,4.58035054
2011-11-03 00:00:00,3.4099503894
2011-11-06 00:00:00,4.5844248024
2011-11-09 00:00:00,4.2779122487
2011-11-12 00:00:00,3.4518182382
2011-11-15 00:00:00,3.9497637236
2011-11-18 00:00:00,3.2822712639
2011-11-21 00:00:00,3.2669058431
2011-11-24 00:00:00,2.7265396661
2011-11-27 00:00:00,2.9263191643
2011-11-30 00:00:00,3.8187626804
2011-12-03 00:00:00,4.8170401833
2011-12-06 00:00:00,3.3029215872
2011-12-09 00:00:00,4.0888143745
2011-12-12 00:00:00,4.5242861515
2011-12-15 00:00:00,3.9129656917
2011-12-18 00:00:00,5.239322914
2011-12-21 00:00:00,5.9332519727
2011-12-24 00:00:00,6.0722830616
2011-12-27 00:00:00,6.7162815682
2011-12-30 00:00:00,6.1749376942
2012-01-02 00:00:00,8.4297644581
2012-01-05 00:00:00,5.7055251517
2012-01-08 00:00:00,9.0418241622
2012-01-11 00:00:00,8.1362710381
2012-01-14 00:00:00,8.0794966843
2012-01-17 00:00:00,9.8069797987
2012-01-20 00:00:00,6.9284152132
2012-01-23 00:00:00,10.135859929
2012-01-26 00:00:00,6.8801801565
2012-01-29 00:00:00,8.5877722325
2012-02-01 00:00:00,6.1561089064
2012-02-04 00:00:00,6.7260356988
2012-02-07 00:00:00,5.7962322601
2012-02-10 00:00:00,4.9030698864
2012-02-13 00:00:00,5.1438052976
2012-02-16 00:00:00,3.4548135258
2012-02-19 00:00:00,5.9806956854
2012-02-22 00:00:00,5.1494097423
2012-02-25 00:00:00,7.833602641
2012-02-28 00:00:00,6.1497789317
2012-03-02 00:00:00,4.5573274577
2012-03-05 00:00:00,5.1248886397
2012-03-08 00:00:00,6.0788857649
2012-03-11 00:00:00,6.292131107
2012-03-14 00:00:00,5.7849277232
2012-03-17 00:00:00,7.1809160726
2012-03-20 00:00:00,7.3752266517
2012-03-23 00:00:00,5.1197410053
2012-03-26 00:00:00,5.7835160079
2012-03-29 00:00:00,4.8621323814
2012-04-01 00:00:00,6.4797001209
2012-04-04 00:00:00,5.121127557
2012-04-07 00:00:00,5.4318988486
2012-04-10 00:00:00,4.553325894
2012-04-13 00:00:00,4.5418569698
2012-04-16 00:00:00,4.4682499014
2012-04-19 00:00:00,5.4451324689
2012-04-22 00:00:00,6.0322761966
2012-04-25 00:00:00,4.4438054859
2012-04-28 00:00:00,5.739247801
2012-05-01 00:00:00,4.283744887
2012-05-04 00:00:00,3.0442341783
2012-05-07 00:00:00,2.4958466609
2012-05-10 00:00:00,2.9293203828
2012-05-13 00:00:00,2.5314158992
2012-05-16 00:00:00,1.7444597666
2012-05-19 00:00:00,1.0611629833
2012-05-22 00:00:00,1.2956689931
2012-05-25 00:00:00,1.0904146043
2012-05-28 00:00:00,1.205574086
2012-05-31 00:00:00,1.8684773101
2012-06-03 00:00:00,1.2048054682
2012-06-06 00:00:00,2.6199010795
2012-06-09 00:00:00,1.5142511288
2012-06-12 00:00:00,2.5389220612
2012-06-15 00:00:00,0.8320955337
2012-06-18 00:00:00,1.7389240549
2012-06-21 00:00:00,1.9074275204
2012-06-24 00:00:00,2.0019695762
2012-06-27 00:00:00,1.7731657842
2012-06-30 00:00:00,2.000667091
2012-07-03 00:00:00,2.3971390856
2012-07-06 00:00:00,2.3337687971
2012-07-09 00:00:00,2.3965344068
2012-07-12 00:00:00,2.4595024687
2012-07-15 00:00:00,2.5804687135
2012-07-18 00:00:00,2.3976345927
2012-07-21 00:00:00,1.9567298315
2012-07-24 00:00:00,2.8389581602
2012-07-27 00:00:00,2.9173345757
2012-07-30 00:00:00,3.0447847411
2012-08-02 00:00:00,2.4838524342
2012-08-05 00:00:00,2.4131939518
2012-08-08 00:00:00,2.4364638394
2012-08-11 00:00:00,3.1011239914
2012-08-14 00:00:00,2.8382124389
2012-08-17 00:00:00,2.4530186835
2012-08-20 00:00:00,3.0262945844
2012-08-23 00:00:00,2.7058220707
2012-08-26 00:00:00,3.3697083677
2012-08-29 00:00:00,2.9408425621
2012-09-01 00:00:00,2.2612722449
2012-09-04 00:00:00,2.009849965
2012-09-07 00:00:00,3.1091824958
2012-09-10 00:00:00,2.4978452708
2012-09-13 00:00:00,2.5940785201
2012-09-16 00:00:00,3.7887798487
2012-09-19 00:00:00,2.6048776262
2012-09-22 00:00:00,4.7031400807
2012-09-25 00:00:00,3.4712726842
2012-09-28 00:00:00,3.3706897369
2012-10-01 00:00:00,3.5045613062
2012-10-04 00:00:00,2.826585965
2012-10-07 00:00:00,2.6967033882
2012-10-10 00:00:00,3.0646474264
2012-10-13 00:00:00,2.8916051468
2012-10-16 00:00:00,2.7228846674
2012-10-19 00:00:00,3.3341054181
2012-10-22 00:00:00,2.1483170949
2012-10-25 00:00:00,3.1727130675
2012-10-28 00:00:00,4.906947942
2012-10-31 00:00:00,3.1550591628
2012-11-03 00:00:00,3.3057622033
2012-11-06 00:00:00,2.5567115734
2012-11-09 00:00:00,3.6711748488
2012-11-12 00:00:00,3.2577417747
2012-11-15 00:00:00,2.13719515
2012-11-18 00:00:00,2.6827628226
2012-11-21 00:00:00,2.198433514
2012-11-24 00:00:00,3.3541380959
2012-11-27 00:00:00,3.7412950055
2012-11-30 00:00:00,1.4289643839
2012-12-03 00:00:00,2.08198959
2012-12-06 00:00:00,1.3117188174
2012-12-09 00:00:00,1.2736110282
2012-12-12 00:00:00,1.2341964009
2012-12-15 00:00:00,1.2755476042
2012-12-18 00:00:00,0.850551769
2012-12-21 00:00:00,1.0040875352
2012-12-24 00:00:00,1.3197512893
2012-12-27 00:00:00,1.2274593475
2012-12-30 00:00:00,1.3770442779
2013-01-02 00:00:00,1.3403672231
2013-01-05 00:00:00,1.2585823027
2013-01-08 00:00:00,1.3122921948
2013-01-11 00:00:00,0.8149918152
2013-01-14 00:00:00,1.3872655307
2013-01-17 00:00:00,0.8644202791
2013-01-20 00:00:00,1.2895989616
2013-01-23 00:00:00,1.2248589513
2013-01-26 00:00:00,1.4301369125
2013-01-29 00:00:00,1.5498123728
2013-02-01 00:00:00,1.3523182396
2013-02-04 00:00:00,1.5844734777
2013-02-07 00:00:00,1.4415219586
2013-02-10 00:00:00,1.8536962477
2013-02-13 00:00:00,1.8709348245
2013-02-16 00:00:00,2.6371115341
2013-02-19 00:00:00,2.0171127591
2013-02-22 00:00:00,2.1874257359
2013-02-25 00:00:00,2.3550124687
2013-02-28 00:00:00,2.1421088907
2013-03-03 00:00:00,2.6027519489
2013-03-06 00:00:00,2.6745321697
2013-03-09 00:00:00,3.3881483925
2013-03-12 00:00:00,3.4865320504
2013-03-15 00:00:00,3.347687023
2013-03-18 00:00:00,5.3879482973
2013-03-21 00:00:00,6.54649123
2013-03-24 00:00:00,6.1827224183
2013-03-27 00:00:00,5.0389607727
2013-03-30 00:00:00,6.7280292961
2013-04-02 00:00:00,7.9090672822
2013-04-05 00:00:00,9.2839395245
2013-04-08 00:00:00,10.4883538221
2013-04-11 00:00:00,9.5271512612
2013-04-14 00:00:00,7.1463647859
2013-04-17 00:00:00,5.3565943426
2013-04-20 00:00:00,9.5925372674
2013-04-23 00:00:00,8.9080691914
2013-04-26 00:00:00,11.0925505191
2013-04-29 00:00:00,11.8610246091
2013-05-02 00:00:00,7.2207912731
2013-05-05 00:00:00,9.3513671024
2013-05-08 00:00:00,9.6037239149
2013-05-11 00:00:00,7.4257345835
2013-05-14 00:00:00,6.9781801192
2013-05-17 00:00:00,8.2281860967
2013-05-20 00:00:00,8.1669544648
2013-05-23 00:00:00,9.0947975842
2013-05-26 00:00:00,13.3953028339
2013-05-29 00:00:00,10.0852343032
2013-06-01 00:00:00,13.2403150837
2013-06-04 00:00:00,11.5759546666
2013-06-07 00:00:00,9.2648374136
2013-06-10 00:00:00,10.4795531981
2013-06-13 00:00:00,11.770615858
2013-06-16 00:00:00,10.818549053
2013-06-19 00:00:00,7.8489359525
2013-06-22 00:00:00,11.0432026196
2013-06-25 00:00:00,9.1347954295
2013-06-28 00:00:00,8.7518141099
2013-07-01 00:00:00,9.8229648505
2013-07-04 00:00:00,9.7619805297
2013-07-07 00:00:00,10.8205289214
2013-07-10 00:00:00,9.6191539459
2013-07-13 00:00:00,10.0968886383
2013-07-16 00:00:00,10.0548880223
2013-07-19 00:00:00,10.4874808202
2013-07-22 00:00:00,9.6321017911
2013-07-25 00:00:00,8.3745256126
2013-07-28 00:00:00,10.8890461466
2013-07-31 00:00:00,10.6488580342
2013-08-03 00:00:00,9.8011368694
2013-08-06 00:00:00,9.4055097524
2013-08-09 00:00:00,10.2768130177
2013-08-12 00:00:00,11.4144987279
2013-08-15 00:00:00,7.6118351918
2013-08-18 00:00:00,8.7193984466
2013-08-21 00:00:00,9.6389348181
2013-08-24 00:00:00,9.930287805
2013-08-27 00:00:00,7.6666695419
2013-08-30 00:00:00,10.3029806433
2013-09-02 00:00:00,13.939359765
2013-09-05 00:00:00,9.0541389261
2013-09-08 00:00:00,10.354238342
2013-09-11 00:00:00,12.6965186272
2013-09-14 00:00:00,15.8568197768
2013-09-17 00:00:00,8.8010172828
2013-09-20 00:00:00,10.4041391953
2013-09-23 00:00:00,9.9603246175
2013-09-26 00:00:00,8.9310855534
2013-09-29 00:00:00,13.3902677155
2013-10-02 00:00:00,11.3562697193
2013-10-05 00:00:00,14.7461704136
2013-10-08 00:00:00,13.4068699656
2013-10-11 00:00:00,11.6551346592
2013-10-14 00:00:00,14.8845018104
2013-10-17 00:00:00,12.6219214416
2013-10-20 00:00:00,19.3014671369
2013-10-23 00:00:00,19.8416979743
2013-10-26 00:00:00,17.8932564459
2013-10-29 00:00:00,16.6552474917
2013-11-01 00:00:00,23.8412482101
2013-11-04 00:00:00,24.4193307357
2013-11-07 00:00:00,16.7207662327
2013-11-10 00:00:00,25.2981650063
2013-11-13 00:00:00,23.5271020766
2013-11-16 00:00:00,46.04208701
2013-11-19 00:00:00,29.2417309569
2013-11-22 00:00:00,41.8223372672
2013-11-25 00:00:00,51.65601822
2013-11-28 00:00:00,45.5920398677
2013-12-01 00:00:00,82.9303522936
2013-12-04 00:00:00,59.0853201244
2013-12-07 00:00:00,60.9844316567
2013-12-10 00:00:00,66.0512074718
2013-12-13 00:00:00,67.064936009
2013-12-16 00:00:00,82.7845940971
2013-12-19 00:00:00,43.3889557063
2013-12-22 00:00:00,50.5363785059
2013-12-25 00:00:00,47.9661163095
2013-12-28 00:00:00,59.3151424936
2013-12-31 00:00:00,70.3053421573
2014-01-03 00:00:00,52.7335498198
2014-01-06 00:00:00,65.8817928803
2014-01-09 00:00:00,74.7774485701
2014-01-12 00:00:00,95.7865908563
2014-01-15 00:00:00,64.3788216495
2014-01-18 00:00:00,68.4631250864
2014-01-21 00:00:00,49.9180525469
2014-01-24 00:00:00,60.4198836401
2014-01-27 00:00:00,64.6542065212
2014-01-30 00:00:00,59.7232193162
2014-02-02 00:00:00,75.7830975364
2014-02-05 00:00:00,52.0976056624
2014-02-08 00:00:00,55.8041260517
2014-02-11 00:00:00,44.5433499969
2014-02-14 00:00:00,41.1879703938
2014-02-17 00:00:00,40.4534556592
2014-02-20 00:00:00,39.6789607157
2014-02-23 00:00:00,43.5016739463
2014-02-26 00:00:00,40.6802805238
2014-03-01 00:00:00,34.9063347717
2014-03-04 00:00:00,33.8738561535
2014-03-07 00:00:00,45.6733684622
2014-03-10 00:00:00,37.194428507
2014-03-13 00:00:00,41.4713333255
2014-03-16 00:00:00,58.7528482783
2014-03-19 00:00:00,35.5382976166
2014-03-22 00:00:00,38.7259672515
2014-03-25 00:00:00,32.0995273486
2014-03-28 00:00:00,32.6386543457
2014-03-31 00:00:00,35.4016546344
2014-04-03 00:00:00,37.1456994612
2014-04-06 00:00:00,34.8998162539
2014-04-09 00:00:00,29.0645337662
2014-04-12 00:00:00,39.0653737381
2014-04-15 00:00:00,31.4614961332
2014-04-18 00:00:00,40.4164733742
2014-04-21 00:00:00,38.8624803164
2014-04-24 00:00:00,28.430521324
2014-04-27 00:00:00,42.9966401889
2014-04-30 00:00:00,25.8212881018
2014-05-03 00:00:00,31.3704062745
2014-05-06 00:00:00,28.7996415485
2014-05-09 00:00:00,30.2132033959
2014-05-12 00:00:00,24.6574427975
2014-05-15 00:00:00,27.4707887453
2014-05-18 00:00:00,41.9474754942
2014-05-21 00:00:00,33.8273834795
2014-05-24 00:00:00,38.9375706276
2014-05-27 00:00:00,30.5938907036
2014-05-30 00:00:00,38.3139930099
2014-06-02 00:00:00,49.2000159491
2014-06-05 00:00:00,37.9004594478
2014-06-08 00:00:00,48.5437342246
2014-06-11 00:00:00,38.9100658973
2014-06-14 00:00:00,52.4543176734
2014-06-17 00:00:00,42.8898225587
2014-06-20 00:00:00,50.7863498056
2014-06-23 00:00:00,52.565746943
2014-06-26 00:00:00,41.8801945972
2014-06-29 00:00:00,49.6067655975
2014-07-02 00:00:00,33.2881179413
2014-07-05 00:00:00,50.245811253
2014-07-08 00:00:00,36.1588499896
2014-07-11 00:00:00,42.2470307184
2014-07-14 00:00:00,34.8211289246
2014-07-17 00:00:00,41.5179178814
2014-07-20 00:00:00,50.0286327776
2014-07-23 00:00:00,35.018574207
2014-07-26 00:00:00,38.4662803948
2014-07-29 00:00:00,37.9676673688
2014-08-01 00:00:00,36.9822899969
2014-08-04 00:00:00,30.1627888854
2014-08-07 00:00:00,34.1749287043
2014-08-10 00:00:00,48.3897279765
2014-08-13 00:00:00,29.8984483818
2014-08-16 00:00:00,29.5858172719
2014-08-19 00:00:00,33.0855039449
2014-08-22 00:00:00,32.8080851256
2014-08-25 00:00:00,26.5988964988
2014-08-28 00:00:00,36.8406583039
2014-08-31 00:00:00,46.31139658
2014-09-03 00:00:00,29.6472186347
2014-09-06 00:00:00,36.3605418308
2014-09-09 00:00:00,21.700042356
2014-09-12 00:00:00,27.7874668403
2014-09-15 00:00:00,25.2961082827
2014-09-18 00:00:00,29.1389665349
2014-09-21 00:00:00,29.9105679121
2014-09-24 00:00:00,24.075885681
2014-09-27 00:00:00,21.8949185156
2014-09-30 00:00:00,19.115847814
2014-10-03 00:00:00,19.0602491385
2014-10-06 00:00:00,17.7932892165
2014-10-09 00:00:00,16.1277581326
2014-10-12 00:00:00,21.4253838486
2014-10-15 00:00:00,20.826654809
2014-10-18 00:00:00,24.8261205477
2014-10-21 00:00:00,20.1940347612
2014-10-24 00:00:00,18.7626789848
2014-10-27 00:00:00,17.4005712387
2014-10-30 00:00:00,16.4002696288
2014-11-02 00:00:00,17.1874010104
2014-11-05 00:00:00,13.7413783693
2014-11-08 00:00:00,19.4111103572
2014-11-11 00:00:00,14.8799452901
2014-11-14 00:00:00,19.550301648
2014-11-17 00:00:00,16.7283548548
2014-11-20 00:00:00,15.3224355404
2014-11-23 00:00:00,16.6650960862
2014-11-26 00:00:00,16.2195678764
2014-11-29 00:00:00,21.466569988
2014-12-02 00:00:00,14.2954641751
2014-12-05 00:00:00,17.1243003679
2014-12-08 00:00:00,17.5306790991
2014-12-11 00:00:00,16.0406938293
2014-12-14 00:00:00,17.2415885064
2014-12-17 00:00:00,11.8313620999
2014-12-20 00:00:00,13.2641648419
2014-12-23 00:00:00,13.0971293713
2014-12-26 00:00:00,16.4675181681
2014-12-29 00:00:00,17.0003174703
2015-01-01 00:00:00,22.1382936381
2015-01-04 00:00:00,16.2899385299
2015-01-07 00:00:00,11.4741924295
2015-01-10 00:00:00,10.9993921924
2015-01-13 00:00:00,8.5653447688
2015-01-16 00:00:00,7.4556664936
2015-01-19 00:00:00,8.2115263857
2015-01-22 00:00:00,8.6196944536
2015-01-25 00:00:00,8.9866465597
2015-01-28 00:00:00,16.1367169105
2015-01-31 00:00:00,11.4161596104
2015-02-03 00:00:00,9.2483123839
2015-02-06 00:00:00,11.9196169098
2015-02-09 00:00:00,9.0003478669
2015-02-12 00:00:00,7.6838344791
2015-02-15 00:00:00,11.9361974204
2015-02-18 00:00:00,9.9990549989
2015-02-21 00:00:00,10.1869842131
2015-02-24 00:00:00,7.6286519947
2015-02-27 00:00:00,9.1448596538
2015-03-02 00:00:00,10.2029402047
2015-03-05 00:00:00,8.7154534439
2015-03-08 00:00:00,12.4502853977
2015-03-11 00:00:00,11.6333935619
